transaction_id,user_id,timestamp,amount,merchant_category,hour,day_of_week,month,user_age,account_age_days,transaction_count_day,amount_last_hour,amount_last_day,velocity_1h,avg_amount_30d,std_amount_30d,geographic_risk,device_risk,device_type,payment_method,time_since_last_transaction,is_fraud
txn_000809,user_6429,2025-09-15 06:15:01.809530,16.9,online,10,0,9,46,527,2,35.654961664408155,928.2085871950492,5,115.2794275881906,41.7237149291551,0.5022389181624302,5.9322455425003806e-05,mobile,card_chip,261,0
txn_000810,user_8437,2025-09-02 00:15:01.809624,81.95,online,16,1,9,36,847,2,58.544887567954376,215.63887226832804,5,320.3002704675225,108.42297967118066,0.15557307572615553,0.37499521607085173,mobile,online,1055,0
txn_000811,user_5780,2025-09-09 21:15:01.809718,27.9,gas_station,19,1,9,73,244,8,179.2395596558791,153.3472784403328,3,318.49830811961664,71.7236591135594,0.47398912370554,0.14889353661464944,mobile,card_chip,1321,0
txn_000812,user_9109,2025-09-14 13:15:01.809814,59.69,retail,3,6,9,66,1059,6,122.79902480696343,252.82252421544607,4,434.5459257808804,199.8217031003962,0.2545381531987411,0.07442840197497014,desktop,card_swipe,963,0
txn_000813,user_3603,2025-08-21 18:15:01.809908,66.91,retail,22,3,8,20,1209,3,137.62207985013032,961.7337046766727,5,171.8252411881925,173.72014822934642,0.4573117786161183,0.22750551615347864,tablet,online,1076,0
txn_000814,user_9350,2025-09-09 00:15:01.810002,27.54,restaurant,16,1,9,29,1869,1,160.48365743574064,686.8827464655459,1,287.38153394984516,80.15875280673677,0.16631068328399767,0.4001624297032446,tablet,contactless,863,0
txn_000815,user_3391,2025-08-30 18:15:01.810095,34.03,retail,22,5,8,25,306,5,116.98722366780956,681.9438983070138,3,446.8944158447583,86.81134172404035,0.060283916983113445,0.4791742918154711,tablet,card_chip,216,0
txn_000816,user_1497,2025-09-05 00:15:01.810192,78.96,retail,16,4,9,25,127,9,158.9458681472557,964.6035567540025,1,87.77824767490273,81.12167220143517,0.24867692441391462,0.4768282254816356,tablet,card_chip,1135,0
txn_000817,user_7387,2025-08-31 07:15:01.810286,48.88,restaurant,9,6,8,18,1433,3,177.4582003554659,60.41762025362489,5,138.4703585667006,174.9239931033181,0.11730465202206526,0.45430536889980266,tablet,card_chip,238,0
txn_000818,user_8000,2025-08-23 09:15:01.810387,340.88,retail,7,5,8,26,679,9,169.9087519108244,524.8311448611596,4,219.14728414924843,115.79059295411257,0.7535683900502987,0.3406278150934374,mobile,contactless,1161,0
txn_000819,user_1658,2025-09-02 20:15:01.810481,8.06,retail,20,1,9,64,1912,4,160.13856018334621,479.49709547609854,4,202.31622966558996,138.43114906149455,0.5741778037947931,0.27902448781474376,desktop,card_swipe,430,0
txn_000820,user_4630,2025-09-09 11:15:01.810580,20.8,retail,5,1,9,74,950,6,41.31782243451845,154.9596290627177,3,287.5594225747659,58.86660816901235,0.7075770508604221,0.04268438966328264,desktop,contactless,537,0
txn_000821,user_5197,2025-09-05 05:15:01.810676,90.97,grocery,11,4,9,32,1677,5,5.525951161683018,832.6484894126341,2,341.3784908305568,44.54581769322344,0.4715047504073391,0.28388061274054,desktop,card_chip,181,0
txn_000822,user_7541,2025-09-16 08:15:01.810771,285.42,retail,8,1,9,38,202,6,32.17069962985717,651.0264071330627,4,125.78357705451349,151.01405624902642,0.14699114067394234,0.25574338460441676,desktop,online,492,0
txn_000823,user_6833,2025-08-18 02:15:01.810868,35.31,online,14,0,8,71,1067,3,184.11083427594454,938.1662047894483,3,361.80911820563637,176.17139591404384,0.29316531707198373,0.02160684977499916,tablet,card_swipe,758,0
txn_000824,user_6495,2025-09-13 21:15:01.810962,52.83,restaurant,19,5,9,39,141,3,193.1251445675185,202.8901606422975,1,304.49251157884703,134.7148687570984,0.5915343309326925,0.09052518023607375,mobile,card_chip,637,0
txn_000825,user_2054,2025-09-02 22:15:01.811056,21.38,restaurant,18,1,9,35,136,7,135.07092540173184,571.4917445927412,3,68.0088383325527,56.15321888920094,0.1488067454847962,0.12737939759992267,desktop,card_chip,133,0
txn_000826,user_8622,2025-09-11 10:15:01.811149,23.86,grocery,6,3,9,52,1677,5,88.82884044402392,652.7179441099347,1,296.26071894512927,117.79174562842772,0.780681663474871,0.1835312278554756,mobile,card_swipe,451,0
txn_000827,user_7068,2025-09-16 02:15:01.811242,83.46,restaurant,14,1,9,57,920,3,115.84400704551156,90.15554452413782,4,367.25901569096527,89.29115910713848,0.19687530887635526,0.2887047241469086,desktop,card_swipe,195,0
txn_000828,user_7376,2025-09-04 13:15:01.811338,21.43,restaurant,3,3,9,38,687,6,112.09469643470035,918.9609563451539,5,170.9361253803957,115.32411497256507,0.7060915421310836,0.4722189811774967,desktop,card_swipe,513,0
txn_000829,user_2670,2025-09-02 15:15:01.811432,18.56,retail,1,1,9,36,1399,3,19.80388457903166,770.1725774274697,1,173.47209965183765,65.53995329213247,0.7804986963858571,0.43125052044654566,tablet,card_chip,1217,0
txn_000830,user_1535,2025-08-24 15:15:01.811530,126.87,gas_station,1,6,8,20,1930,4,85.72956815574304,832.9927659841417,5,398.4172557946031,148.26402978450693,0.5079612126087855,0.19360892853960238,tablet,online,203,0
txn_000831,user_5333,2025-09-04 04:15:01.811625,47.95,grocery,12,3,9,65,167,4,66.18171661560521,565.3235157733465,3,469.6006800582566,46.42344152786883,0.5538689319277788,0.45571360942657374,tablet,card_chip,1259,0
txn_000832,user_6271,2025-08-27 23:15:01.811719,37.35,retail,17,2,8,40,50,8,122.69148532625142,441.3616959010089,1,497.7737386156613,188.80705374186115,0.0034254062688829027,0.44271938218115287,mobile,card_swipe,1131,0
txn_000833,user_8649,2025-09-04 16:15:01.811812,58.94,restaurant,0,3,9,74,1053,7,134.5546629458215,928.341708702397,3,70.35333391409671,20.337093905450345,0.2805194263632149,0.12073211409960805,desktop,online,238,0
txn_000834,user_4395,2025-09-10 17:15:01.811908,65.16,grocery,23,2,9,65,725,8,108.69789154172676,144.10361250518858,5,411.926492102978,116.66163542285996,0.7263701748168405,0.02925061643731791,desktop,card_chip,1174,0
txn_000835,user_1381,2025-08-17 18:15:01.812005,162.33,gas_station,22,6,8,73,1875,5,125.35539480924606,575.7883983286885,5,261.74366872068885,36.77850666068573,0.03674402578327198,0.055801599725945894,desktop,card_chip,897,0
txn_000836,user_2794,2025-09-11 19:15:01.812099,38.12,retail,21,3,9,55,683,9,73.0754749069868,427.0799665926232,5,301.40664977175516,172.9956380797272,0.7967928407568842,0.2540786532800738,tablet,online,297,0
txn_000837,user_6171,2025-08-30 18:15:01.812193,40.54,online,22,5,8,72,1067,4,135.02877088876969,211.721380816414,1,334.1990684488809,34.16760508566174,0.3890800920875963,0.10487925750566751,mobile,online,522,0
txn_000838,user_6129,2025-09-15 02:15:01.812287,29.49,restaurant,14,0,9,67,935,9,87.75244413032594,272.3723937849095,4,306.66929015697065,65.09151845945024,0.24896428746264637,0.4250199274965968,mobile,contactless,814,0
txn_000839,user_4484,2025-09-15 08:15:01.812384,378.2,retail,8,0,9,67,617,1,46.985838605828654,145.31450055146524,1,229.3854506804905,81.05125160040393,0.3490150888924502,0.31633312690919985,mobile,contactless,863,0
txn_000840,user_2238,2025-09-09 21:15:01.812481,22.55,online,19,1,9,64,111,6,179.30196712277288,844.2066497362324,2,66.45641556333119,53.55449248993882,0.5974163556955433,0.16273449433831133,desktop,card_chip,968,0
txn_000841,user_6917,2025-09-11 14:15:01.812574,65.67,retail,2,3,9,35,1781,9,27.52779960827285,447.6766588283969,3,192.6831962133762,117.11118331717319,0.552736456056956,0.21066990830552418,mobile,contactless,1023,0
txn_000842,user_3948,2025-08-27 04:15:01.812668,14.28,retail,12,2,8,31,1418,8,175.81240091045004,434.2905829593751,3,386.37183014663,100.03254321107771,0.7559488362923172,0.4119052609401755,tablet,contactless,210,0
txn_000843,user_3872,2025-08-22 08:15:01.812761,26.96,grocery,8,4,8,73,1347,6,176.50986289286962,272.89115365596797,4,293.46363007826517,186.90781387365365,0.7455221475364827,0.2563616005367761,mobile,card_swipe,1241,0
txn_000844,user_4389,2025-08-31 20:15:01.812862,42.07,restaurant,20,6,8,73,1296,2,25.223214148926655,465.4312163085455,2,304.87582428399384,142.67630003752475,0.2712228397951278,0.28570569652211714,mobile,contactless,1256,0
txn_000845,user_8015,2025-09-07 14:15:01.812956,114.49,gas_station,2,6,9,24,1712,8,7.733112369517903,224.2454804169876,5,384.739376399677,174.14733767866443,0.24801308465747918,0.19637509176935497,mobile,contactless,463,0
txn_000846,user_6479,2025-09-08 11:15:01.813050,15.75,online,5,0,9,30,1072,2,39.516917165663656,459.1807905276099,2,350.13628829669284,100.47107999734826,0.7472478560675889,0.42711017148286623,mobile,online,787,0
txn_000847,user_9036,2025-08-22 21:15:01.813143,83.19,gas_station,19,4,8,45,1871,2,6.432494995410054,901.0516959434505,5,381.89218439677046,20.46934341067407,0.5025915472297859,0.294243081855513,desktop,card_swipe,518,0
txn_000848,user_9168,2025-09-07 23:15:01.813237,208.81,grocery,17,6,9,40,735,6,126.8906279511206,775.8528103598164,2,122.32201320117753,151.9768648915358,0.3450923651104016,0.22298263520220285,tablet,card_chip,1336,0
txn_000849,user_5446,2025-08-20 01:15:01.813330,193.27,grocery,15,2,8,29,1546,3,110.19784889924466,781.8923641518788,1,53.26359260681501,197.852229553007,0.5270677602870706,0.1827030654507784,tablet,card_chip,254,0
txn_000850,user_1891,2025-09-05 15:15:01.813431,126.77,gas_station,1,4,9,43,779,4,7.4350576099291965,183.77126898834948,5,256.74743597827035,33.979855120103636,0.7677814704311691,0.43949615387932506,tablet,card_chip,691,0
txn_000851,user_7409,2025-09-04 05:15:01.813530,142.52,gas_station,11,3,9,61,927,9,112.04622403965251,243.68442549051926,5,174.1748663356908,95.79285167485409,0.16183035349803038,0.1940138091707571,desktop,contactless,706,0
txn_000852,user_2321,2025-09-08 04:15:01.813625,20.13,gas_station,12,0,9,44,1558,6,1.6116577791070341,770.7057047180261,5,418.02049621420525,102.00994185848839,0.6397925149702713,0.3237912721354892,tablet,card_swipe,1024,0
txn_000853,user_8798,2025-09-10 06:15:01.813719,180.95,online,10,2,9,49,261,4,58.40911161958302,615.081944516048,3,132.13919795390325,84.99699974132041,0.6022955556028565,0.32888920361908924,mobile,contactless,230,0
txn_000854,user_7817,2025-09-05 01:15:01.813814,41.04,retail,15,4,9,63,1896,9,66.76841286867716,497.6881807923517,5,135.63639962205343,177.73479613264843,0.45781423109155883,0.09605381959971121,desktop,card_swipe,983,0
txn_000855,user_8925,2025-08-30 11:15:01.813911,388.99,online,5,5,8,26,100,5,132.31291363468108,704.154045679882,1,65.21957940718366,92.7794106825576,0.6277880912688795,0.4074335074827231,tablet,card_swipe,1223,0
txn_000856,user_9039,2025-09-14 17:15:01.814007,76.34,online,23,6,9,21,189,2,110.85904230175134,683.4944667232285,3,359.2744752741942,77.68098746745702,0.15898933109612542,0.4273181034093274,tablet,card_chip,1245,0
txn_000857,user_3623,2025-08-21 15:15:01.814101,184.57,retail,1,3,8,36,361,9,80.85254301303063,423.9923746945703,2,492.86284116878124,53.66768334296859,0.6918430469921367,0.19521166309694588,mobile,contactless,510,0
txn_000858,user_1256,2025-08-23 11:15:01.814199,153.65,grocery,5,5,8,47,983,4,116.51033927692005,575.2937107797895,3,454.9518741347452,82.65369402218641,0.08922667228134121,0.3520773753944369,mobile,online,287,0
txn_000859,user_3935,2025-08-25 12:15:01.814292,40.33,restaurant,4,0,8,37,1974,5,147.58226663034677,350.3431571894121,4,232.09493805709994,97.22863891498082,0.18141564268061325,0.22794129421205145,desktop,online,830,0
txn_000860,user_2586,2025-08-31 22:15:01.814410,66.14,online,18,6,8,33,1396,8,96.38151376720043,970.2297674894007,4,119.18526439810367,43.9808146371836,0.1634118066664043,0.38335583721035876,desktop,contactless,1349,0
txn_000861,user_4593,2025-08-28 15:15:01.814518,138.02,online,1,3,8,46,323,1,39.68014584914328,498.83731241125025,1,139.52736935239574,153.83164738589414,0.7080606900343587,0.2897374953468542,desktop,contactless,295,0
txn_000862,user_6874,2025-09-08 01:15:01.814620,271.68,online,15,0,9,67,1321,1,21.971951410546687,453.4493171121124,4,163.58431328163763,40.56200405159298,0.11271971045850089,0.42677818181033167,desktop,contactless,843,0
txn_000863,user_3990,2025-09-10 09:15:01.814721,32.27,grocery,7,2,9,20,1747,5,187.21470037255742,907.6034380374014,4,431.56587302528493,155.3287499167256,0.35975173869547183,0.3064276807826594,mobile,online,673,0
txn_000864,user_4086,2025-09-04 02:15:01.814904,62.01,online,14,3,9,37,1855,2,67.51145071209,524.3023909163128,1,356.8085650779739,100.90675373337704,0.19333698077808084,0.0007091100669577299,mobile,card_swipe,988,0
txn_000865,user_3330,2025-09-12 17:15:01.815022,15.26,online,23,4,9,24,334,6,121.78097220600759,703.3843837682075,2,283.33914499251875,116.93159714254044,0.20353639295642748,0.036137085020599924,mobile,card_swipe,1081,0
txn_000866,user_3818,2025-09-03 10:15:01.815120,34.72,grocery,6,2,9,67,1225,6,111.703230632165,404.59864542780537,5,75.18013718658199,179.35384002881463,0.385457068331358,0.3487364159879001,desktop,online,299,0
txn_000867,user_6020,2025-08-30 04:15:01.815216,72.83,restaurant,12,5,8,32,1622,1,7.961136644417466,774.868427924884,2,262.67594388536276,109.2684502187083,0.6473450380070441,0.17033818448508042,mobile,online,659,0
txn_000868,user_1906,2025-08-28 06:15:01.815311,15.46,online,10,3,8,23,692,8,22.004248598295327,581.8490408047921,1,272.42346263275607,188.6487257058812,0.0009028980215862071,0.44711891481776417,desktop,card_chip,525,0
txn_000869,user_2375,2025-09-16 11:15:01.815406,62.22,restaurant,5,1,9,66,1853,5,44.332768617477655,258.9283206374055,4,279.80123109645524,95.00024898561709,0.17532924299037217,0.3603761091388172,desktop,contactless,1149,0
txn_000870,user_1162,2025-08-24 03:15:01.815500,49.79,grocery,13,6,8,63,1223,6,181.9051118724659,836.4768605308651,2,345.5633846857502,161.3435639035445,0.43961819801820695,0.34002843742744865,tablet,card_swipe,267,0
txn_000871,user_1106,2025-09-07 11:15:01.815597,174.55,restaurant,5,6,9,51,1933,2,49.77967703863839,272.81689571065044,2,115.63661030411764,191.87105774178076,0.061113773705631584,0.04790267789344271,desktop,online,1153,0
txn_000872,user_5321,2025-09-15 18:15:01.815696,134.46,grocery,22,0,9,42,1813,6,172.1740247109344,513.9368892671403,5,368.58398307727845,89.96565760878846,0.4249174106968099,0.446893713504999,tablet,card_swipe,1093,0
txn_000873,user_6392,2025-08-21 06:15:01.815791,225.67,restaurant,10,3,8,52,512,6,2.735530220928828,387.3765545500011,2,395.8421436551372,96.96916773956536,0.655467699224495,0.39242685617789425,tablet,card_chip,831,0
txn_000874,user_2688,2025-08-31 07:15:01.815886,7.77,retail,9,6,8,74,1375,7,175.2971226174731,859.532585661752,2,168.12933841066956,154.20518088011443,0.7821341741592484,0.29742775073151145,mobile,card_chip,1396,0
txn_000875,user_4749,2025-08-26 02:15:01.815981,131.84,restaurant,14,1,8,25,1741,3,92.90671693161943,452.9478286630661,1,315.06752327375324,65.7654324706179,0.20719876362247974,0.24416907199765936,mobile,contactless,819,0
txn_000876,user_5124,2025-08-18 13:15:01.816080,42.47,retail,3,0,8,38,605,8,107.49361290106106,185.46703473041362,3,65.63396566504713,104.37203482786283,0.3189274300147297,0.06844015984591384,mobile,card_chip,1074,0
txn_000877,user_8921,2025-08-31 16:15:01.816176,296.58,online,0,6,8,24,925,5,139.7970216348971,483.42804185066876,3,115.86917240067065,45.15889899682901,0.4667323482080993,0.49250487391472314,mobile,online,511,0
txn_000878,user_4042,2025-09-08 16:15:01.816271,42.11,restaurant,0,0,9,53,1016,3,61.93611287029117,332.2613002214498,2,448.1613864320881,150.2831414314614,0.5357784062649205,0.3993745744760004,desktop,online,1156,0
txn_000879,user_5094,2025-08-21 04:15:01.816370,153.39,online,12,3,8,62,1362,4,103.21016446835856,378.67386341667464,3,268.5237430985811,103.91424142799609,0.5236678401531683,0.05174875179678384,mobile,contactless,698,0
txn_000880,user_3312,2025-09-01 05:15:01.816466,13.79,restaurant,11,0,9,37,1131,1,136.67215897467256,738.0287474727419,4,298.8261021100516,145.37702402982072,0.4773910902239264,0.06137002733731023,desktop,online,432,0
txn_000881,user_9423,2025-08-18 23:15:01.816560,57.86,online,17,0,8,19,1718,3,171.22604407060916,269.27689592839255,3,112.63847603759852,124.43941346429729,0.7104863352091777,0.23676982344944525,mobile,contactless,1416,0
txn_000882,user_2694,2025-08-30 20:15:01.816662,190.13,online,20,5,8,51,1678,2,125.21545821122638,445.00566740109076,5,67.52016828021704,26.478169196360213,0.6652555986918893,0.2957249657215124,desktop,online,276,0
txn_000883,user_4171,2025-08-23 10:15:01.816757,115.64,grocery,6,5,8,35,618,5,55.76751671552167,138.8177435047903,5,343.3392264502344,153.71358160059134,0.018321729171929847,0.4794836730786231,desktop,online,376,0
txn_000884,user_3866,2025-08-31 01:15:01.816852,37.24,online,15,6,8,50,1490,8,141.45414518889103,125.77525417851751,5,200.97149268514497,85.32898026056088,0.40519687696328116,0.1804847068242701,mobile,contactless,620,0
txn_000885,user_1580,2025-08-28 05:15:01.816945,105.02,restaurant,11,3,8,45,1472,6,153.07039878393076,900.8857520059985,1,342.7497404655078,91.07597416597258,0.48670737345322046,0.02009934562893828,desktop,online,1123,0
txn_000886,user_1711,2025-09-06 22:15:01.817040,16.75,restaurant,18,5,9,40,1014,7,1.9171280288789116,319.6538409288297,1,96.26385278113429,33.94771222443491,0.47460757614030186,0.09467386181492932,mobile,online,711,0
txn_000887,user_7773,2025-09-13 12:15:01.817143,27.53,restaurant,4,5,9,20,591,7,40.334286973499125,120.67590147597562,5,275.31348250788943,196.68991801563791,0.6648675258852762,0.4558688541386768,mobile,card_chip,682,0
txn_000888,user_6642,2025-09-08 07:15:01.817241,21.59,restaurant,9,0,9,47,1215,6,55.18451061362062,383.167211059191,3,293.052519213269,108.90307890368399,0.41073834691877986,0.08199398597943525,desktop,online,1189,0
txn_000889,user_3248,2025-09-07 14:15:01.817336,24.67,retail,2,6,9,22,856,2,26.97496928160954,74.6831790394913,5,298.35554832282753,169.9799188468701,0.6418884407859824,0.0500216422150056,mobile,contactless,1048,0
txn_000890,user_5231,2025-08-30 18:15:01.817430,9.37,grocery,22,5,8,54,1813,1,117.73834407268092,262.32381663691206,5,302.965004528859,103.7501429621613,0.5253849649787696,0.07335028791682996,tablet,contactless,1406,0
txn_000891,user_1599,2025-08-29 22:15:01.817524,89.21,online,18,4,8,58,1876,1,42.12911952710734,568.295629408173,4,439.0202910179556,129.3184266063907,0.00019253579432181313,0.4027368673399124,mobile,online,1239,0
txn_000892,user_1576,2025-08-29 21:15:01.817622,75.93,online,19,4,8,47,631,6,149.55305542800645,317.5205797234888,1,130.18839205465673,27.435465545863664,0.6473904573397449,0.2758523762976175,tablet,card_swipe,940,0
txn_000893,user_4520,2025-09-05 03:15:01.817755,82.55,grocery,13,4,9,45,927,2,58.0821844284493,338.30476311312805,3,376.2368621939259,22.82508836164037,0.23150457888455575,0.3207235813773549,tablet,contactless,153,0
txn_000894,user_4491,2025-08-20 06:15:01.817849,57.66,grocery,10,2,8,39,368,6,14.284554218231493,493.93101287382535,2,113.49400839301637,42.66163577751051,0.3622293093562739,0.25774245469364615,tablet,card_swipe,491,0
txn_000895,user_7096,2025-08-22 00:15:01.817944,280.2,grocery,16,4,8,25,1663,6,63.056102620784515,107.52464342919757,4,449.047628844092,151.74275582234574,0.4487417968354091,0.11221261124776655,mobile,online,810,0
txn_000896,user_7798,2025-08-18 01:15:01.818143,52.52,restaurant,15,0,8,73,1414,8,127.87817718060033,879.2296214787697,2,126.28407214825808,156.18844969289384,0.6659915795355589,0.4402912215604833,tablet,contactless,1262,0
txn_000897,user_8312,2025-08-29 00:15:01.818263,71.43,restaurant,16,4,8,34,351,3,188.9778052429907,62.90250850383124,5,126.6949408459982,83.44330119186317,0.6193372000183434,0.015211157196642122,tablet,contactless,247,0
txn_000898,user_7104,2025-09-08 05:15:01.818380,32.62,gas_station,11,0,9,73,1316,9,199.1131321999764,622.1336327450567,1,206.22507785343169,121.14165854025676,0.3467046784919527,0.22945826214936765,tablet,card_swipe,280,0
txn_000899,user_9162,2025-08-31 10:15:01.818481,213.91,online,6,6,8,52,1257,1,123.27398622691648,271.9386185541422,5,304.25799600774974,104.28075273667383,0.7106606517620977,0.38334891191674125,tablet,online,1374,0
txn_000900,user_2389,2025-09-03 05:15:01.818577,52.12,online,11,2,9,30,1878,7,191.42483913711203,93.96588551478513,1,443.01624784223844,89.98312141305247,0.09528004608748449,0.04022160010466713,tablet,card_swipe,29,0
txn_000901,user_2186,2025-09-05 17:15:01.818676,52.77,online,23,4,9,56,1750,3,103.54813142089245,58.33601730882194,1,367.1541440781194,77.78241990715405,0.46052911701736987,0.2970677919868977,mobile,contactless,1210,0
txn_000902,user_9703,2025-09-02 08:15:01.818770,72.5,retail,8,1,9,27,216,8,176.62285741486394,492.8340905599234,4,449.79426731484324,173.23199107355268,0.34669355895746795,0.3793369423433905,tablet,card_swipe,830,0
txn_000903,user_6177,2025-09-03 22:15:01.818867,5.0,grocery,18,2,9,46,1429,3,59.93835317491292,324.5413853448443,4,174.8925437647859,169.7358566131769,0.07642848748931597,0.0556306236547342,tablet,contactless,424,0
txn_000904,user_5102,2025-08-31 01:15:01.818960,88.17,online,15,6,8,30,208,1,60.8886897980748,525.1406790061793,5,127.32555061261228,84.46643595230476,0.15434754903423623,0.10194323773026193,tablet,online,1327,0
txn_000905,user_1599,2025-08-24 08:15:01.819057,67.53,online,8,6,8,32,494,7,140.77053702656917,839.8212990137251,2,132.17062913702512,33.121869087646495,0.18007333167574419,0.2668178156185213,tablet,card_chip,1078,0
txn_000906,user_1568,2025-08-21 20:15:01.819151,18.36,restaurant,20,3,8,33,671,8,161.0191005248179,654.8848028795722,1,355.31087742708047,167.39389293735354,0.4510226407873013,0.2626091258154503,tablet,online,344,0
txn_000907,user_2709,2025-08-29 13:15:01.819245,49.13,gas_station,3,4,8,51,1722,4,168.2388111753816,870.6193815364373,1,234.87942986640937,86.8854513642563,0.23748162742398807,0.07620346001894068,tablet,contactless,89,0
txn_000908,user_6760,2025-09-04 18:15:01.819342,36.59,online,22,3,9,23,875,7,91.64936838685836,85.69424155237965,2,454.3004903648823,54.2810280093534,0.7860739776084703,0.4038453100065857,mobile,card_swipe,92,0
txn_000909,user_7161,2025-09-06 21:15:01.819435,171.79,online,19,5,9,36,1989,8,85.62561014202834,984.0947304134913,4,249.6698848485438,23.967056660174162,0.032225006533017186,0.41356262113939785,mobile,card_swipe,1156,0
txn_000910,user_5600,2025-09-13 07:15:01.819532,42.13,online,9,5,9,49,1820,3,155.04704559158588,434.65233661720623,5,367.93833453643595,156.89036079510316,0.4185424078716006,0.46211885040706646,mobile,contactless,1207,0
txn_000911,user_7406,2025-09-05 21:15:01.819626,93.67,gas_station,19,4,9,64,1863,8,119.3758574672344,928.6286426617396,1,340.2872113850538,85.88276976653766,0.2432562278242056,0.004277385059085093,tablet,card_swipe,203,0
txn_000912,user_4479,2025-08-28 04:15:01.819718,19.07,gas_station,12,3,8,69,141,7,10.410479673461426,86.24592563860834,1,454.42675112473836,126.83304058049553,0.1659818621251767,0.13106552522271414,tablet,contactless,93,0
txn_000913,user_9691,2025-09-10 03:15:01.819811,218.0,gas_station,13,2,9,40,1522,5,125.65589181304271,747.4016318370703,2,422.47388650595366,133.7523437702052,0.44557402700835874,0.06673450223482952,tablet,card_chip,1390,0
txn_000914,user_4947,2025-09-02 20:15:01.819904,70.25,retail,20,1,9,68,1731,8,17.65563859368189,996.0636077192542,4,206.35598776036727,133.12421296162404,0.034317608794857346,0.08545264497213678,tablet,online,751,0
txn_000915,user_2533,2025-08-30 06:15:01.820004,25.41,restaurant,10,5,8,71,898,3,178.81092254042892,521.7926233600128,3,480.42415614969434,179.61074896609804,0.1355733671107516,0.23660751495905252,tablet,online,272,0
txn_000916,user_2928,2025-08-26 21:15:01.820098,9.06,retail,19,1,8,63,111,6,72.78391536089511,108.46551456440139,5,496.85840564554053,166.94453165889624,0.6815059918878766,0.31296755710972546,mobile,online,386,0
txn_000917,user_8329,2025-08-26 03:15:01.820191,40.23,gas_station,13,1,8,67,31,5,52.432782081759875,252.2082324119181,1,302.8090336979621,22.44879118112029,0.3295186380879493,0.03669200832600428,tablet,card_chip,1125,0
txn_000918,user_6716,2025-08-23 03:15:01.820284,149.97,retail,13,5,8,65,899,8,48.88788919433864,635.8934386066354,5,225.8161478096492,157.8943998412798,0.35623581790016834,0.1730012064861382,tablet,contactless,188,0
txn_000919,user_4462,2025-08-27 16:15:01.820377,52.74,online,0,2,8,34,1704,9,168.59124564702307,221.28068766194136,2,220.25994082820938,174.60656993552473,0.17665993270225286,0.07697866287592109,mobile,card_swipe,632,0
txn_000920,user_6898,2025-08-26 19:15:01.820471,32.74,retail,21,1,8,39,518,5,85.3581940349039,539.225095733,3,212.36307181058805,168.74465783150075,0.36171124409795796,0.2618471661223441,tablet,card_chip,1332,0
txn_000921,user_9989,2025-09-03 16:15:01.820566,13.09,grocery,0,2,9,62,1538,7,36.71258162398174,320.644206957908,2,209.13703841304965,114.47789924100483,0.47971211525517304,0.2833337268750823,tablet,card_swipe,5,0
txn_000922,user_5139,2025-09-15 04:15:01.820660,86.89,grocery,12,0,9,41,242,8,12.394201395882053,494.87413928922444,1,206.27475569432147,53.666225424678274,0.2782120167317023,0.33990203547956593,mobile,card_swipe,605,0
txn_000923,user_3523,2025-09-11 16:15:01.820757,57.46,grocery,0,3,9,30,952,2,35.916245701826035,242.55379244943975,3,338.1173248479021,198.27227622479592,0.7033493957218049,0.022801361913043106,desktop,contactless,1162,0
txn_000924,user_6351,2025-08-30 13:15:01.820850,109.57,restaurant,3,5,8,72,1657,3,131.5645319745391,252.50599227231274,3,495.1429366091418,91.37706096160714,0.7927339798356099,0.07796312608691575,mobile,card_swipe,589,0
txn_000925,user_3415,2025-08-31 01:15:01.820947,59.27,restaurant,15,6,8,63,1151,4,70.2415136772826,69.54289145331077,2,221.51644401247282,159.97566254198404,0.3941991169034702,0.4446070067120954,mobile,online,337,0
txn_000926,user_1189,2025-09-04 22:15:01.821043,88.5,grocery,18,3,9,74,1368,8,130.65159189677337,348.37350759885464,4,350.1887231009954,123.41678861471705,0.2522050058998639,0.2564803741296196,mobile,online,1394,0
txn_000927,user_3247,2025-09-06 03:15:01.821141,132.68,gas_station,13,5,9,54,36,5,43.687648997736076,565.2896222443932,4,264.1072062806311,170.5003048869838,0.5424580098575333,0.342272216515662,tablet,card_swipe,1200,0
txn_000928,user_2654,2025-08-22 08:15:01.821372,40.88,restaurant,8,4,8,27,1933,1,110.60756879792024,666.2857861471604,2,274.34519524908194,177.61760978142547,0.0868505157622475,0.39586644649982644,desktop,contactless,468,0
txn_000929,user_9041,2025-09-04 02:15:01.821587,147.49,grocery,14,3,9,28,373,7,61.17162159896847,96.19609805351382,4,479.40411086438974,86.85811111641182,0.6635201761591487,0.09539613273791936,tablet,card_swipe,883,0
txn_000930,user_3403,2025-09-12 09:15:01.821686,42.39,restaurant,7,4,9,63,1277,8,198.90102084411174,61.40870493005093,1,308.14996889705435,184.55758214254612,0.40480426781355006,0.27185070982245874,mobile,online,414,0
txn_000931,user_4036,2025-09-05 14:15:01.821782,187.25,restaurant,2,4,9,51,1909,1,178.90424870998697,230.4966837421703,5,326.0717473333908,37.22351731506313,0.2836542568929207,0.12555614340950305,mobile,card_swipe,801,0
txn_000932,user_4094,2025-08-28 03:15:01.821877,98.88,restaurant,13,3,8,20,1659,2,193.86602507033209,169.10993990277825,5,307.9789959231877,47.1862986494467,0.24915401946583923,0.4001171069665813,tablet,contactless,278,0
